"","label","pval","fdr","signature","geneset","overlap","background","hits","generatio"
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING"," Pre notch expression and processing",0.00056,0.0028,3333,93,22,29522,"AGO2,B4GALT1,CCND1,CREBBP,E2F1,EP300,FURIN,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2A,KAT2B,MAMLD1,PRKCI,RAB6A,RFNG,SIRT6,TNRC6A,TNRC6C,TP53",0.236559139784946
"REACTOME_FORMATION_OF_APOPTOSOME"," Formation of apoptosome",0.00057,0.0029,3333,11,6,29522,"APAF1,APIP,CASP9,CYCS,MAPK1,UACA",0.545454545454545
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN"," Nuclear envelope breakdown",0.00057,0.0029,3333,53,15,29522,"AAAS,CCNB1,CCNB2,CDK1,CNEP1R1,NEK7,NUP188,NUP214,NUP50,NUP54,NUP98,PLK1,POM121,POM121C,VRK1",0.283018867924528
"REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS"," Slbp dependent processing of replication dependent histone pre mrnas",0.00057,0.0029,3333,11,6,29522,"LSM10,LSM11,NCBP2,SNRPB,SNRPE,SNRPF",0.545454545454545
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING"," Dectin 1 mediated noncanonical nf kb signaling",0.00063,0.0032,3333,59,16,29522,"CHUK,FBXW11,MAP3K14,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RELA,RELB,SEM1,UBA3,UBE2M",0.271186440677966
"REACTOME_HEDGEHOG_OFF_STATE"," Hedgehog off state",0.00065,0.0032,3333,100,23,29522,"IFT140,PRKACA,PRKAR1A,PRKAR1B,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,SEM1,SUFU,TTC21B,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,TULP3",0.23
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE"," Toll like receptor tlr1 tlr2 cascade",0.00065,0.0033,3333,94,22,29522,"CHUK,ECSIT,ELK1,FBXW11,FOS,IRAK1,MAP2K1,MAP2K7,MAP3K1,MAPK1,MAPK14,MEF2A,NFKB1,NFKBIB,NKIRAS1,PPP2CB,PPP2R1A,RELA,RPS6KA3,SIGIRR,TAB3,TLR4",0.234042553191489
"REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS"," Mecp2 regulates neuronal receptors and channels",0.00066,0.0033,3333,15,7,29522,"FKBP5,GPRIN1,MECP2,MET,PTPN1,PTPN4,SLC2A3",0.466666666666667
"REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE"," Signaling by fgfr2 in disease",0.00068,0.0033,3333,33,11,29522,"FGF2,FGFR2,FRS2,GTF2F2,NCBP2,NRAS,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K",0.333333333333333
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"," Response to elevated platelet cytosolic ca2",0.00073,0.0036,3333,107,24,29522,"ABCC4,ACTN4,ALDOA,ANXA5,CD109,CD63,CDC37L1,CYRIB,ENDOD1,F8,FAM3C,FLNA,GTPBP2,LAMP2,LHFPL2,MANF,PFN1,SOD1,SRGN,TEX264,TLN1,TMSB4X,TMX3,TUBA4A",0.224299065420561
"REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT"," G2 m dna replication checkpoint",0.00074,0.0036,3333,5,4,29522,"CCNB1,CCNB2,CDK1,PKMYT1",0.8
"REACTOME_CELL_CELL_COMMUNICATION"," Cell cell communication",0.00075,0.0037,3333,101,23,29522,"ACTN4,CD2AP,CD47,CLDN1,CLDN12,CLDN15,CTNNA1,CTNNB1,DST,F11R,FLNA,ITGB1,ITGB4,NECTIN1,PALS1,PARVB,PIK3CB,PLEC,PRKCI,PTK2,SKAP2,TESK1,WASL",0.227722772277228
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"," Cell surface interactions at the vascular wall",0.00075,0.0037,3333,101,23,29522,"ANGPT1,CAV1,CD44,CD47,CD58,COL1A1,CXADR,F11R,ITGA5,ITGAV,ITGB1,NRAS,PICK1,PIK3CB,PROCR,PSG4,SDC2,SDC3,SHC1,SLC3A2,SLC7A11,SLC7A5,TNFRSF10B",0.227722772277228
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS"," Nr1h2 nr1h3 regulate gene expression linked to lipogenesis",0.00076,0.0037,3333,8,5,29522,"FASN,NR1H2,NR1H3,SCD,SREBF1",0.625
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"," Switching of origins to a post replicative state",0.00076,0.0037,3333,89,21,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCNA2,CDC23,MCM2,MCM7,ORC6,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,SEM1,SKP2,UBE2S",0.235955056179775
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY"," Vegfr2 mediated vascular permeability",0.00079,0.0038,3333,24,9,29522,"AKT2,CAV1,CTNNA1,CTNNB1,MLST8,PDPK1,THEM4,TRIB3,VAV3",0.375
"REACTOME_INTERFERON_GAMMA_SIGNALING"," Interferon gamma signaling",0.00083,0.004,3333,66,17,29522,"CAMK2D,CD44,GBP3,HLA-A,IFNGR1,IRF1,OAS3,OASL,PTPN1,SP100,SUMO1,TRIM14,TRIM25,TRIM26,TRIM35,TRIM6,TRIM68",0.257575757575758
"REACTOME_SIGNALING_BY_NOTCH3"," Signaling by notch3",0.00083,0.004,3333,44,13,29522,"ADAM10,APH1B,CREBBP,DLGAP5,EP300,KAT2A,KAT2B,MAMLD1,MIB1,MIB2,PSENEN,WWC1,WWP2",0.295454545454545
"REACTOME_RAB_GERANYLGERANYLATION"," Rab geranylgeranylation",0.00087,0.0042,3333,55,15,29522,"PTP4A2,RAB11A,RAB12,RAB13,RAB1A,RAB1B,RAB27A,RAB30,RAB34,RAB35,RAB5C,RAB6A,RAB7A,RAB8B,RAB9A",0.272727272727273
"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"," Integration of energy metabolism",0.00089,0.0043,3333,84,20,29522,"ACACA,ACSL4,AGPAT1,FASN,GNA11,GNAI1,GNB1,GNG11,GNG12,MLX,PPP2CB,PPP2R1A,PRKACA,PRKAR1A,PRKAR1B,RAP1A,SLC2A1,SNAP25,TALDO1,TKT",0.238095238095238
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING"," P75 ntr receptor mediated signalling",0.00089,0.0043,3333,90,21,29522,"ADAM17,APH1B,ARHGEF11,ARHGEF17,ARHGEF39,ARHGEF7,BEX3,ECT2,FGD1,FGD4,IRAK1,NFKB1,PLEKHG2,PLEKHG5,PRKCI,PSENEN,RELA,RTN4,SMPD2,SQSTM1,VAV3",0.233333333333333
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY"," Tnfr2 non canonical nf kb pathway",0.00089,0.0043,3333,84,20,29522,"BIRC3,CHUK,FBXW11,LTBR,MAP3K14,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RELB,SEM1,TNFRSF1A,TNFSF9,TRAF2,UBA3,UBE2M",0.238095238095238
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6"," Transcriptional regulation by e2f6",9e-04,0.0043,3333,34,11,29522,"APAF1,CBX3,E2F1,EED,EHMT1,L3MBTL2,PCGF6,RNF2,RRM2,SUZ12,YAF2",0.323529411764706
"REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT"," Class i peroxisomal membrane protein import",0.00094,0.0044,3333,20,8,29522,"ABCD1,ACBD5,FIS1,PEX12,PEX16,PEX19,PEX2,SLC25A17",0.4
"REACTOME_INSULIN_RECEPTOR_RECYCLING"," Insulin receptor recycling",0.00094,0.0044,3333,20,8,29522,"ATP6AP1,ATP6V1A,ATP6V1C2,ATP6V1D,ATP6V1E2,ATP6V1F,ATP6V1H,INSR",0.4
"REACTOME_LAGGING_STRAND_SYNTHESIS"," Lagging strand synthesis",0.00094,0.0044,3333,20,8,29522,"PCNA,POLD1,POLD2,RFC1,RFC3,RFC4,RPA2,RPA3",0.4
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI"," N glycan antennae elongation in the medial trans golgi",0.00094,0.0044,3333,20,8,29522,"B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT6,FUT8,MGAT4A,MGAT4B",0.4
"REACTOME_MAPK6_MAPK4_SIGNALING"," Mapk6 mapk4 signaling",0.001,0.0048,3333,85,20,29522,"AGO2,CCND3,CDC14A,CDK1,MAPK4,MYC,PRKACA,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEM1,SEPTIN7,TNRC6A,TNRC6C,XPO1",0.235294117647059
"REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION"," Runx1 regulates genes involved in megakaryocyte differentiation and platelet function",0.001,0.0048,3333,79,19,29522,"CBFB,DPY30,EP300,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2B,KMT2B,KMT2D,NR4A3,PRMT1,SETD1A,SETD1B,SIN3B,TNRC6A,TNRC6C,WDR5",0.240506329113924
"REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION"," Vldlr internalisation and degradation",0.001,0.0048,3333,12,6,29522,"AP2A1,CLTA,MYLIP,NR1H2,NR1H3,VLDLR",0.5
"REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS"," Crosslinking of collagen fibrils",0.0011,0.0048,3333,16,7,29522,"COL1A1,COL4A1,COL4A3,COL4A4,COL4A5,LOX,PXDN",0.4375
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1"," Cyclin d associated events in g1",0.0011,0.0048,3333,45,13,29522,"ABL1,CCND1,CCND3,CDK4,CDKN1B,CDKN2B,CDKN2C,CKS1B,E2F1,PPP2CB,PPP2R1A,RBL2,SKP2",0.288888888888889
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX"," Formation of rna pol ii elongation complex",0.0011,0.0048,3333,56,15,29522,"CCNK,ELOC,GTF2F2,LEO1,MLLT1,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,RTF1,SSRP1,SUPT5H,SUPT6H",0.267857142857143
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS"," Non integrin membrane ecm interactions",0.0011,0.0048,3333,56,15,29522,"COL1A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,FGF2,ITGAV,ITGB1,ITGB4,LAMB1,SDC2,SDC3,VTN",0.267857142857143
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE"," Plasma lipoprotein assembly remodeling and clearance",0.0011,0.0048,3333,56,15,29522,"ABCA1,AP2A1,CLTA,FGF21,FURIN,HDLBP,LPL,MYLIP,NCEH1,NPC2,NR1H2,NR1H3,PRKACA,VLDLR,ZDHHC8",0.267857142857143
"REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS"," Polo like kinase mediated events",0.0011,0.0048,3333,16,7,29522,"CCNB1,CCNB2,CENPF,EP300,MYBL2,PKMYT1,PLK1",0.4375
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX"," Regulation of pyruvate dehydrogenase pdh complex",0.0011,0.0048,3333,16,7,29522,"DLD,GSTZ1,PDHX,PDP1,PDP2,PDPR,PPARD",0.4375
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE"," Synthesis of pips at the early endosome membrane",0.0011,0.0048,3333,16,7,29522,"FIG4,INPP5F,MTMR2,PI4K2B,PIK3C2A,PIK3C3,VAC14",0.4375
"REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER"," Constitutive signaling by akt1 e17k in cancer",0.0011,0.005,3333,25,9,29522,"AKT1S1,AKT2,CASP9,CDKN1B,CHUK,MLST8,NR4A1,PDPK1,TSC2",0.36
"REACTOME_ELASTIC_FIBRE_FORMATION"," Elastic fibre formation",0.0011,0.0051,3333,40,12,29522,"EFEMP1,FBLN2,FURIN,ITGA5,ITGAV,ITGB1,ITGB8,LOX,LTBP3,MFAP1,MFAP5,VTN",0.3
"REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS"," Ns1 mediated effects on host pathways",0.0011,0.0051,3333,40,12,29522,"AAAS,CPSF4,KPNA2,KPNA5,KPNB1,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C",0.3
"REACTOME_EGFR_DOWNREGULATION"," Egfr downregulation",0.0012,0.0053,3333,30,10,29522,"ARHGEF7,EPGN,EPN1,EPS15,EPS15L1,HGS,PTPN12,SH3GL1,SH3KBP1,SPRY2",0.333333333333333
"REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME"," Transcription of the hiv genome",0.0012,0.0053,3333,68,17,29522,"CCNK,ELOC,GTF2A2,GTF2F2,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,SSRP1,SUPT5H,TAF10,TAF13,TAF3,TAF5,TAF6",0.25
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS"," Transcriptional regulation by small rnas",0.0012,0.0054,3333,92,21,29522,"AAAS,AGO2,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,NUP188,NUP214,NUP50,NUP54,NUP98,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,POM121,POM121C,RAN,TNRC6A",0.228260869565217
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"," Activation of anterior hox genes in hindbrain development during early embryogenesis",0.0013,0.0059,3333,105,23,29522,"CNOT9,CREBBP,EED,EP300,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KMT2D,NCOA6,NCOR1,PAGR1,PAXIP1,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,RARB,SUZ12,WDR5,ZNF335",0.219047619047619
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION"," Rna polymerase i transcription initiation",0.0013,0.0059,3333,46,13,29522,"ERCC6,GATAD2A,GATAD2B,KAT2A,KAT2B,MBD3,MTA2,POLR1A,POLR2E,POLR2K,TAF1C,TAF1D,UBTF",0.282608695652174
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION"," Antigen processing cross presentation",0.0014,0.0062,3333,93,21,29522,"CHUK,CTSL,CTSS,CTSV,HLA-A,ITGAV,LNPEP,PDIA3,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEC61A1,SEC61G,SEM1,TLR4,VAMP3",0.225806451612903
"REACTOME_ATTACHMENT_AND_ENTRY"," Attachment and entry",0.0014,0.0063,3333,3,3,29522,"CTSL,FURIN,VCP",1
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT"," G2 m dna damage checkpoint",0.0014,0.0063,3333,87,20,29522,"ATR,ATRIP,CCNB1,CDK1,H2BC12,H2BC13,MDC1,MRE11,NBN,RAD50,RAD9A,RFC3,RFC4,RMI2,RPA2,RPA3,SFN,SUMO1,TP53,YWHAG",0.229885057471264
"REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING"," Nostrin mediated enos trafficking",0.0014,0.0063,3333,3,3,29522,"CAV1,DNM2,WASL",1
"REACTOME_CRISTAE_FORMATION"," Cristae formation",0.0016,0.0069,3333,31,10,29522,"ATP5F1B,ATP5F1E,ATP5MC1,ATP5MG,ATP5PD,ATP5PO,DNAJC11,MICOS10,MICOS13,TMEM11",0.32258064516129
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK"," Translesion synthesis by polk",0.0016,0.0071,3333,17,7,29522,"PCNA,REV1,RFC1,RFC3,RFC4,RPA2,RPA3",0.411764705882353
"REACTOME_PCP_CE_PATHWAY"," Pcp ce pathway",0.0016,0.0072,3333,88,20,29522,"AP2A1,ARRB2,CLTA,DVL1,DVL3,FZD3,FZD4,FZD6,PFN1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEM1,SMURF2,WNT5A",0.227272727272727
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION"," B wich complex positively regulates rrna expression",0.0017,0.0073,3333,76,18,29522,"BAZ1B,DEK,EP300,ERCC6,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2A,KAT2B,MYBBP1A,MYO1C,POLR1A,POLR2E,POLR2K,TAF1C,TAF1D",0.236842105263158
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL"," Akt phosphorylates targets in the cytosol",0.0017,0.0075,3333,13,6,29522,"AKT1S1,AKT2,CASP9,CDKN1B,CHUK,TSC2",0.461538461538462
"REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE"," Cytochrome c mediated apoptotic response",0.0017,0.0075,3333,13,6,29522,"APAF1,APIP,CASP9,CYCS,MAPK1,UACA",0.461538461538462
"REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME"," Loss of function of mecp2 in rett syndrome",0.0017,0.0075,3333,13,6,29522,"MECP2,NCOR1,NCOR2,PRKACA,TBL1X,TBL1XR1",0.461538461538462
"REACTOME_RND2_GTPASE_CYCLE"," Rnd2 gtpase cycle",0.0018,0.0077,3333,42,12,29522,"ARHGAP1,ARHGAP35,ARHGAP5,CAV1,DEPDC1B,DST,FAM83B,FRS2,GOLGA3,KTN1,TFRC,WDR6",0.285714285714286
"REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL"," Trna modification in the nucleus and cytosol",0.0018,0.0077,3333,42,12,29522,"LCMT2,NSUN2,QTRT1,QTRT2,THADA,TP53RK,TRMT1,TRMT10A,TRMT11,TRMT61A,TYW3,URM1",0.285714285714286
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION"," Rna polymerase i transcription",0.0018,0.0079,3333,95,21,29522,"CAVIN1,CBX3,ERCC6,GATAD2A,GATAD2B,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2A,KAT2B,MBD2,MBD3,MTA2,POLR1A,POLR2E,POLR2K,TAF1C,TAF1D,UBTF",0.221052631578947
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"," Collagen biosynthesis and modifying enzymes",0.0019,0.0081,3333,59,15,29522,"COL1A1,COL25A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3,P4HA1,P4HA2,PCOLCE2,PLOD2",0.254237288135593
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"," Activation of atr in response to replication stress",0.0019,0.0082,3333,37,11,29522,"ATR,ATRIP,DBF4,MCM2,MCM7,ORC6,RAD9A,RFC3,RFC4,RPA2,RPA3",0.297297297297297
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE"," Citric acid cycle tca cycle",0.0019,0.0082,3333,22,8,29522,"DLD,IDH3A,NNT,OGDH,SDHD,SUCLA2,SUCLG1,SUCLG2",0.363636363636364
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"," Collagen chain trimerization",0.0019,0.0082,3333,37,11,29522,"COL1A1,COL25A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3",0.297297297297297
"REACTOME_RHOV_GTPASE_CYCLE"," Rhov gtpase cycle",0.0019,0.0082,3333,37,11,29522,"ARHGEF7,CEP97,DEPDC1B,DST,GIT1,MAP3K11,PAK6,RHOV,TPM4,WASL,WDR6",0.297297297297297
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R"," Signaling by type 1 insulin like growth factor 1 receptor igf1r",0.0019,0.0082,3333,37,11,29522,"AKT2,FGF2,FGFR2,FRS2,NRAS,PDPK1,PIK3C3,PIK3CB,SHC1,THEM4,TRIB3",0.297297297297297
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING"," Fc epsilon receptor fceri signaling",0.002,0.0083,3333,121,25,29522,"CHUK,FBXW11,FOS,MAP2K7,MAP3K1,MAPK1,NFATC2,NFKB1,NRAS,PDPK1,PIK3CB,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RELA,SEM1,SHC1,TAB3,TEC,VAV3",0.206611570247934
"REACTOME_IRON_UPTAKE_AND_TRANSPORT"," Iron uptake and transport",0.002,0.0084,3333,48,13,29522,"ATP6AP1,ATP6V1A,ATP6V1C2,ATP6V1D,ATP6V1E2,ATP6V1F,ATP6V1H,CYBRD1,IREB2,MCOLN1,SLC46A1,TFR2,TFRC",0.270833333333333
"REACTOME_METHIONINE_SALVAGE_PATHWAY"," Methionine salvage pathway",0.002,0.0084,3333,6,4,29522,"ADI1,APIP,GOT1,MTAP",0.666666666666667
"REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS"," Sensing of dna double strand breaks",0.002,0.0084,3333,6,4,29522,"KPNA2,MRE11,NBN,RAD50",0.666666666666667
"REACTOME_DNA_STRAND_ELONGATION"," Dna strand elongation",0.002,0.0085,3333,32,10,29522,"MCM2,MCM7,PCNA,POLD1,POLD2,RFC1,RFC3,RFC4,RPA2,RPA3",0.3125
"REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS"," Export of viral ribonucleoproteins from nucleus",0.002,0.0085,3333,32,10,29522,"AAAS,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,RAN,XPO1",0.3125
"REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY"," Hiv elongation arrest and recovery",0.002,0.0085,3333,32,10,29522,"CCNK,ELOC,GTF2F2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,SSRP1,SUPT5H",0.3125
"REACTOME_GLUCONEOGENESIS"," Gluconeogenesis",0.0021,0.0085,3333,27,9,29522,"ALDOA,GAPDH,GOT1,PC,PGAM1,SLC25A1,SLC25A10,SLC25A12,TPI1",0.333333333333333
"REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS"," Rho gtpases activate iqgaps",0.0021,0.0085,3333,27,9,29522,"CTNNA1,CTNNB1,MEN1,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.333333333333333
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"," Abc family proteins mediated transport",0.0021,0.0087,3333,96,21,29522,"ABCA7,ABCB10,ABCB7,ABCB8,ABCC4,ABCC5,ABCD1,DERL2,ERLEC1,PEX19,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RNF185,SEM1,VCP",0.21875
"REACTOME_INTERLEUKIN_1_SIGNALING"," Interleukin 1 signaling",0.0021,0.0087,3333,96,21,29522,"CHUK,FBXW11,IRAK1,MAP2K1,MAP3K3,NFKB1,NFKBIB,NKIRAS1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,RELA,SEM1,SQSTM1,TAB3",0.21875
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"," C type lectin receptors clrs",0.0022,0.0091,3333,122,25,29522,"CHUK,CREBBP,EP300,FBXW11,MAP3K14,MUC1,NFATC2,NFKB1,NRAS,PDPK1,PRKACA,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RELA,RELB,SEM1,TAB3,UBA3,UBE2M",0.204918032786885
"REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS"," Transport of mature mrnas derived from intronless transcripts",0.0022,0.0091,3333,43,12,29522,"AAAS,CPSF4,EIF4E,NCBP2,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,SYMPK",0.27906976744186
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"," Cyclin a cdk2 associated events at s phase entry",0.0023,0.0091,3333,84,19,29522,"AKT2,CCNA2,CCND1,CDK4,CDKN1B,CKS1B,E2F1,MYC,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBL2,SEM1,SKP2",0.226190476190476
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS"," Regulation of mrna stability by proteins that bind au rich elements",0.0023,0.0091,3333,84,19,29522,"DCP1A,DCP2,EIF4G1,EXOSC3,HNRNPD,HSPA8,MAPK14,NUP214,PARN,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEM1,XPO1",0.226190476190476
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"," Scf skp2 mediated degradation of p27 p21",0.0023,0.0091,3333,60,15,29522,"CCNA2,CCND1,CDK4,CDKN1B,CKS1B,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEM1,SKP2",0.25
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES"," Tp53 regulates transcription of dna repair genes",0.0023,0.0091,3333,60,15,29522,"ATR,CCNK,ELOC,FOS,GTF2F2,MDC1,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,RAD51D,SSRP1,SUPT5H,TP53",0.25
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS"," G alpha 12 13 signalling events",0.0023,0.0093,3333,66,16,29522,"ARHGEF11,ARHGEF17,ARHGEF39,ARHGEF7,ECT2,FGD1,FGD4,GNA12,GNB1,GNG11,GNG12,PLEKHG2,PLEKHG5,RHOB,ROCK2,VAV3",0.242424242424242
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS"," Nef mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",0.0024,0.0096,3333,18,7,29522,"AP1B1,AP1M1,AP1S1,AP1S2,AP2A1,ATP6V1H,HLA-A",0.388888888888889
"REACTOME_ONCOGENE_INDUCED_SENESCENCE"," Oncogene induced senescence",0.0026,0.011,3333,33,10,29522,"CDK4,CDKN2B,CDKN2C,E2F1,ERF,ETS2,MAPK1,TNRC6A,TNRC6C,TP53",0.303030303030303
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT"," Abortive elongation of hiv 1 transcript in the absence of tat",0.0027,0.011,3333,23,8,29522,"GTF2F2,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,SUPT5H",0.347826086956522
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS"," Activation of ampk downstream of nmdars",0.0027,0.011,3333,23,8,29522,"PRKAA1,PRKAG1,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.347826086956522
